ItemCode,ItemName,ForeignName,ItemsGroupCode,ItemType,PurchaseItem,SalesItem,InventoryItem,Manufacturer,ShipType,ManageSerialNumbers,ManageBatchNumbers,IsPhantom,ItemClass,MaterialType,NCMCode,ProductSource,PurchaseUnit,PurchaseItemsPerUnit,SalesUnit,SalesItemsPerUnit,InventoryUOM,MinInventory,MaxInventory,PlanningSystem,ProcurementMethod,OrderMultiple,MinOrderQuantity,LeadTime,User_Text,U_SKILL_CEST,U_SKILL_LisSer,U_SKILL_SerMun,
S0686   ,LU F0146 - Combo Smart Solutions (G2ANA)                                                  ,,Itens ,itItems,Sim         ,Sim       ,Não        ,Invent ,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2919,2919,
S0687   ,LU F0146 - Combo Smart Solutions (G2TEC)                                                  ,,Itens ,itItems,Sim         ,Sim       ,Não        ,Invent ,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2919,2919,
S0688   ,LU Solução Bancária (G2TEC)                                                               ,,Itens ,itItems,Sim         ,Sim       ,Não        ,Invent ,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2919,2919,
S0689   ,LU SmartSell (G2CONS)                                                                     ,,Itens ,itItems,Sim         ,Sim       ,Não        ,Trinity,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0690   ,LU SmartSell (G2ANA)                                                                      ,,Itens ,itItems,Sim         ,Sim       ,Não        ,Trinity,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0691   ,LU SmartSell (G2TEC)                                                                      ,,Itens ,itItems,Sim         ,Sim       ,Não        ,Trinity,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2919,2919,
S0692   ,Prestação de Serviços - Implantação Byte/Telco (G2 ANA)                                   ,,Itens ,itItems,Sim         ,Sim       ,Não        ,Bold Bytes    ,SERVIÇOS       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0693   ,LU Sintegra WS (G2 CONS)                                                                  ,,Itens ,itItems,Sim         ,Sim       ,Não        ,Sintegra      ,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0694   ,LU Sintegra WS (G2 ANA)                                                                   ,,Itens ,itItems,Sim         ,Sim       ,Não        ,Sintegra      ,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2919,2919,
S0695   ,LU Sintegra WS (G2 TEC)                                                                   ,,Itens ,itItems,Sim         ,Sim       ,Não        ,Sintegra      ,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2919,2919,
S0696   ,LU F0024 DocPay (G2 CONS)                                                                 ,,Licenciamento ,itItems,Sim         ,Sim       ,Não        ,Skill  ,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,1,1,,,,2800,2800,
S0697   ,LU F0024 DocPay (G2 TEC)                                                                  ,,Licenciamento ,itItems,Sim         ,Sim       ,Não        ,Skill  ,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,1,1,,,,2800,2800,
S0698   ,LU F0024 DocPay (G2 ANA)                                                                  ,,Itens ,itItems,Sim         ,Sim       ,Não        ,Skill  ,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2919,2919,
S0699   ,Manutenção Anual - Invent (G2CONS)                                                        ,,Itens ,itItems,Sim         ,Sim       ,Não        ,Invent ,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2919,2919,
S0700   ,Manutenção Anual - Invent (G2ANA)                                                         ,,Itens ,itItems,Sim         ,Sim       ,Não        ,Invent ,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0701   ,Manutenção Anual - Invent (G2TEC)                                                         ,,Itens ,itItems,Sim         ,Sim       ,Não        ,Invent ,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2919,2919,
S0702   ,LU F0024 - REINF (G2TEC)                                                                  ,,Licenciamento ,itItems,Sim         ,Sim       ,Não        ,Skill  ,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",Usuário          ,1,Usuário   ,1,Usuário   ,,,,,1,1,,,,2800,2800,
S0703   ,LU F0024 - NF-e + NFS-e (G2TEC)                                                           ,,Itens ,itItems,Sim         ,Sim       ,Não        ,Skill  ,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0704   ,LU F0022 - Indirect Acess Instance Subscription (G2INFO)                                  ,,Licenciamento ,itItems,Sim         ,Sim       ,Não        ,SAP    ,LU SAP ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,1,1,,,,2800,2800,
S0705   ,Prestação de Serviços - Implantação Invent                                                ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,Invent ,SERVIÇOS       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2919,2919,
S0706   ,LU F0146 - BankPlus (G2INFO)                                                              ,,Itens ,itItems,Sim         ,Sim       ,Não        ,Invent ,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0707   ,LU F0024 ICMS - Conv 115 CNPJ Filial (G2INFO)                                             ,,Itens ,itItems,Sim         ,Sim       ,Não        ,Skill  ,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0708   ,LU F0146 - Integration Bank (G2INFO)                                                      ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,Invent ,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2919,2919,
S0709   ,LU F0024 SPED Fiscal (G2TEC)                                                              ,,Itens ,itItems,Sim         ,Sim       ,Não        ,Skill  ,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0710   ,LU F0024 - NF-e + Importador XML + Adm de Documentos (G2CONS)                             ,,Itens ,itItems,Sim         ,Sim       ,Não        ,Skill  ,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2919,2919,
S0711   ,LU F0024 - NF-e + Importador XML + Adm de Documentos (G2TEC)                              ,,Itens ,itItems,Sim         ,Sim       ,Não        ,Skill  ,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2919,2919,
S0712   ,LU F0024 - NF-e + Importador XML + Adm de Documentos (G2ANA)                              ,,Itens ,itItems,Sim         ,Sim       ,Não        ,Skill  ,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2919,2919,
S0713   ,LU F0024 - Modulo Assist (G2CONS)                                                         ,,Itens ,itItems,Sim         ,Sim       ,Não        ,Skill  ,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0714   ,LU F0024 - Modulo Assist (G2ANA)                                                          ,,Itens ,itItems,Sim         ,Sim       ,Não        ,Skill  ,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0751   ,LU Cloud Van Bancária (G2ANA)                                                             ,,Itens ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,CLOUD  ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0752   ,LU API Telco (G2CONS)                                                                     ,,Itens ,itItems,Sim         ,Sim       ,Não        ,G2     ,CLOUD  ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,ITEM REF. A INFRA (CLOUD) OLHAR NOS ANEXOS                                  ,,2800,2800,
S0753   ,LU Service Layer (G2CONS)                                                                 ,,Itens ,itItems,Sim         ,Sim       ,Não        ,G2     ,CLOUD  ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",                 ,1,,1,,,,,,,,,ITEM REF. A INFRA (CLOUD) OLHAR NOS ANEXOS                                  ,,2800,2800,
S0754   ,LU F0024 - Upgrade Combo Fiscal 1 CNPJ (G2CONS)                                           ,,Itens ,itItems,Sim         ,Sim       ,Não        ,Skill  ,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0755   ,Energy By G2 - Setup                                                                      ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,G2     ,SERVIÇOS       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2919,2919,
S0756   ,Horas de Melhoria Contínua (G2CONS)                                                       ,,Itens ,itItems,Sim         ,Sim       ,Não        ,G2     ,M.C    ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2919,2919,
S0757   ,Horas de Melhoria Contínua (G2ANA)                                                        ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,G2     ,M.C    ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0758   ,Horas de Melhoria Contínua (G2TEC)                                                        ,,Itens ,itItems,Sim         ,Sim       ,Não        ,G2     ,M.C    ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2919,2919,
S0759   ,LU Cloud Híbrido (G2CONS)                                                                 ,,Serv. de Infra,itItems,Sim         ,Sim       ,Não        ,G2     ,CLOUD  ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0760   ,LU F0024 - NF-e + T10 Import-XML Extreme + T10 NF-e Adm de documentos Extreme (G2CONS)    ,,Licenciamento ,itItems,Sim         ,Sim       ,Não        ,Skill  ,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",Usuário          ,1,Usuário   ,1,Usuário   ,,,,,1,1,,,,2800,2800,
S0761   ,LU F0024 - EFD-Reinf (G2CONS)                                                             ,,Licenciamento ,itItems,Sim         ,Sim       ,Não        ,Skill  ,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",Usuário          ,1,Usuário   ,1,Usuário   ,,,,,1,1,,,,2800,2800,
S0762   ,LU F0604 - Antivírus Cloud (G2CONS)                                                       ,,Itens ,itItems,Sim         ,Sim       ,Não        ,Huawei ,CLOUD  ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0763   ,LU F0604 - Backup (G2CONS)                                                                ,,Itens ,itItems,Sim         ,Sim       ,Não        ,Huawei ,CLOUD  ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",                 ,1,,1,,,,,,,,,,,2800,2800,
S0764   ,LU F0604 - Disco (G2CONS)                                                                 ,,Itens ,itItems,Sim         ,Sim       ,Não        ,Huawei ,CLOUD  ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0765   ,LU F0024 - NF-e + T10 Import-XML Extreme + T10 NF-e Adm de documentos Extreme             ,,Itens ,itItems,Sim         ,Sim       ,Não        ,Skill  ,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0766   ,LU F0024 NF-e - CNPJ Filial (G2TEC)                                                       ,,Licenciamento ,itItems,Sim         ,Sim       ,Não        ,Skill  ,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",Usuário          ,1,Usuário   ,1,Usuário   ,,,,,1,1,,,,2800,2800,
S0767   ,LU F0024 Importador XML - CNPJ Matriz (G2TEC)                                             ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,Skill  ,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0768   ,LU F0024 NF-e - CNPJ Matriz (G2TEC)                                                       ,,Licenciamento ,itItems,Sim         ,Sim       ,Não        ,Skill  ,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",Usuário          ,1,Usuário   ,1,Usuário   ,,,,,1,1,,,,2800,2800,
S0769   ,LU F0024 Triple One - CNPJ Matriz (G2TEC)                                                 ,,Licenciamento ,itItems,Sim         ,Sim       ,Não        ,Skill  ,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",Usuário          ,1,Usuário   ,1,Usuário   ,,,,,1,1,,,,2800,2800,
S0770   ,LU F0024 FCI One - On Demand (G2TEC)                                                      ,,Licenciamento ,itItems,Sim         ,Sim       ,Não        ,Skill  ,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",Usuário          ,1,Usuário   ,1,Usuário   ,,,,,1,1,,,,2800,2800,
S0771   ,LU F0024 NFS-e - On Demand (G2TEC)                                                        ,,Licenciamento ,itItems,Sim         ,Sim       ,Não        ,Skill  ,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",Usuário          ,1,Usuário   ,1,Usuário   ,,,,,1,1,,,,2800,2800,
S0772   ,LU F0024 NFS-e - CNPJ Matriz (G2TEC)                                                      ,,Licenciamento ,itItems,Sim         ,Sim       ,Não        ,Skill  ,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",Usuário          ,1,Usuário   ,1,Usuário   ,,,,,1,1,,,,2800,2800,
S0773   ,Upgrade para M6.16xlarge.8 - 64 Vcpu e 512 Gb Memoria                                     ,,Itens ,itItems,Sim         ,Sim       ,Não        ,G2     ,CLOUD  ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2919,2919,
S0774   ,Upgrade de Servidores (G2CONS)                                                            ,,Itens ,itItems,Sim         ,Sim       ,Não        ,G2     ,CLOUD  ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0799   ,LU Portal DIM                                                                             ,,Itens ,itItems,Sim         ,Sim       ,Não        ,G2     ,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0800   ,LU F0022 - Subscription Indirect Acc by non-empl                                          ,,Itens ,itItems,Sim         ,Sim       ,Não        ,SAP    ,LU SAP ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0801   ,LU Cloud - SkyOne                                                                         ,,Itens ,itItems,Sim         ,Sim       ,Não        ,SkyOne ,CLOUD  ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0802   ,LU F1054 - Integração GB                                                                  ,,Itens ,itItems,Sim         ,Sim       ,Não        ,SkyOne ,CLOUD  ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0803   ,LU F1054 - Manutenção da Integração                                                       ,,Itens ,itItems,Sim         ,Sim       ,Não        ,SkyOne ,CLOUD  ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0804   ,LU F0024 Triple One - CNPJ Matriz (G2TEC)                                                 ,,Licenciamento ,itItems,Sim         ,Sim       ,Não        ,Skill  ,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,1,1,,,,2800,2800,
S0805   ,LU Superabank - On Demand (G2TEC)                                                         ,,Licenciamento ,itItems,Sim         ,Sim       ,Não        ,Invent ,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,1,1,,,,2800,2800,
S0806   ,LU F0146 - Combo Basic Solutions                                                          ,,Itens ,itItems,Sim         ,Sim       ,Não        ,Invent ,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0807   ,LU F0024 NFS-e - CNPJ Filial (G2TEC)                                                      ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,Skill  ,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0808   ,LU F0022 Limited - PMC (G2TEC)                                                            ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,SAP    ,LU SAP ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0809   ,LU F0024  Combo 1 - (T1 + 1 produto) CNPJ Matriz                                          ,,Itens ,itItems,Sim         ,Sim       ,Não        ,Skill  ,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0810   ,LU F0024 Triple One - CNPJ Filial (G2TEC)                                                 ,,Itens ,itItems,Sim         ,Sim       ,Não        ,Skill  ,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0811   ,Assistência Psicológica                                                                   ,,Itens ,itItems,Sim         ,Sim       ,Não        ,G2     ,Outros ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,,,
S0812   ,Eventos e Comemorações                                                                    ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,G2     ,SERVIÇOS       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2919,2919,
S0813   ,Medicina do Trabalho                                                                      ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,G2     ,SERVIÇOS       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,,,
S0814   ,Assessoria de Imprensa                                                                    ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,G2     ,SERVIÇOS       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,,,
S0815   ,Edificações e Benfeitorias em Imóveis de Terceiros                                        ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,G2     ,SERVIÇOS       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,,,
S0832   ,LU B1 Up - On Demand (G2TEC)                                                              ,,Licenciamento ,itItems,Sim         ,Sim       ,Não        ,Boyum IT      ,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,1,1,,,,2800,2800,
S0833   ,Taxa de Administração - Invoice (Boyum It)                                                ,,Licenciamento ,itItems,Sim         ,Sim       ,Não        ,Boyum IT      ,Outros ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,1,1,,,,2800,2800,
S0834   ,Tarifa IOF - Invoice (Boyum It)                                                           ,,Licenciamento ,itItems,Sim         ,Sim       ,Não        ,Boyum IT      ,Outros ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,1,1,,,,2800,2800,
S0835   ,PIS                                                                                       ,,Itens ,itItems,Sim         ,Não       ,Não        ,G2     ,Outros ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,,,
S0836   ,COFINS                                                                                    ,,Itens ,itItems,Sim         ,Não       ,Não        ,G2     ,Outros ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,,,
S0837   ,Data Integration SkyOne                                                                   ,,Licenciamento ,itItems,Sim         ,Sim       ,Não        ,SkyOne ,CLOUD  ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,1,1,,,,2800,2800,
S0838   ,Simples Nacional - Parcelamento                                                           ,,Itens ,itItems,Sim         ,Não       ,Não        ,G2     ,Outros ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,,,
S0839   ,Simples Nacional - Juros                                                                  ,,Itens ,itItems,Sim         ,Não       ,Não        ,G2     ,Outros ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,,,
S0840   ,Simples Nacional - Multa                                                                  ,,Itens ,itItems,Sim         ,Não       ,Não        ,G2     ,Outros ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,,,
S0841   ,Melhoria Contínua (Cortesia)                                                              ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,G2     ,M.C    ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2919,2919,
S0842   ,Gestão Cloud G2 (Cortesia)                                                                ,,Serv. de Infra,itItems,Sim         ,Sim       ,Não        ,G2     ,CLOUD  ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2919,2919,
S0843   ,Prestação de Serviços - Suporte Avançado (Cortesia)                                       ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,G2     ,SGA    ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2919,2919,
